999999999,1,3243,1734876265583,Current behavior update info
24099,04,12,17,24,26,27,16,7097651,256506,2024-08-27
24098,03,08,10,20,30,31,02,7358066,155135,2024-08-25
24097,04,10,12,13,18,30,03,10000000,661419,2024-08-22
24096,02,04,14,18,23,27,13,10000000,125916,2024-08-20
24095,04,06,09,14,16,21,03,5582857,62239,2024-08-18
24094,06,13,17,22,25,27,09,5000000,6000,2024-08-15
24093,01,05,07,11,12,15,12,10000000,170570,2024-08-13
24092,03,08,11,12,18,29,05,6068073,79877,2024-08-11
24091,13,15,16,19,20,24,10,10000000,317304,2024-08-08
24090,07,11,17,24,31,32,12,7608042,268474,2024-08-06
24089,03,06,09,15,18,31,01,6626327,146957,2024-08-04
24088,03,08,10,17,30,32,10,10000000,157988,2024-08-01
24087,03,09,18,19,20,26,11,5228549,128667,2024-07-30
24086,17,19,20,23,25,31,02,10000000,341471,2024-07-28
24085,01,05,15,21,23,27,15,9820923,284252,2024-07-25
24084,01,08,10,13,19,29,13,9498987,286925,2024-07-23
24083,03,09,14,29,32,33,15,7801042,277330,2024-07-21
24082,01,02,13,16,17,29,16,10000000,276317,2024-07-18
24081,01,06,12,17,23,25,04,6976154,54235,2024-07-16
24080,06,11,12,27,29,30,13,7278585,130122,2024-07-14
24079,02,03,06,07,16,26,04,6615076,62310,2024-07-11
24078,05,09,14,21,22,26,12,5673644,83713,2024-07-09
24077,01,04,06,14,17,22,08,7552556,173407,2024-07-07
24076,03,22,24,27,29,32,15,10000000,329957,2024-07-04
24075,03,05,08,18,22,28,01,5938531,65990,2024-07-02
24074,07,08,10,22,24,32,07,7000481,138922,2024-06-30
24073,03,09,12,18,28,30,01,9082052,70868,2024-06-27
24072,01,14,20,21,23,27,06,0,261609,2024-06-25
24071,02,08,19,28,30,31,14,7052822,217125,2024-06-23
24070,04,13,18,20,22,28,05,7511573,264376,2024-06-20
24069,06,13,20,21,24,32,06,6305244,161807,2024-06-18
24068,01,02,07,19,20,21,01,5502857,82706,2024-06-16
24067,01,11,13,17,25,29,03,7877684,251797,2024-06-13
24066,08,09,12,22,26,32,13,6258377,149806,2024-06-11
24065,03,05,09,10,19,22,14,7097933,111119,2024-06-09
24064,06,08,17,18,28,30,05,5627014,59419,2024-06-06
24063,07,14,16,23,28,32,04,6922247,98073,2024-06-04
24062,01,07,10,16,18,27,16,9564773,316998,2024-06-02
24061,01,09,18,22,25,28,02,10000000,179800,2024-05-30
24060,01,02,06,10,22,28,15,7094190,193111,2024-05-28
24059,01,03,14,25,31,33,07,8225609,176584,2024-05-26
24058,08,12,13,17,27,29,13,10000000,303075,2024-05-23
24057,03,08,17,18,23,31,08,5596329,34941,2024-05-21
24056,05,18,20,24,25,26,06,7990254,231205,2024-05-19
24055,02,04,06,07,16,29,03,10000000,208688,2024-05-16
24054,08,13,20,25,31,32,03,9020570,103837,2024-05-14
24053,07,14,21,22,28,33,07,5987819,78576,2024-05-12
24052,07,10,11,15,17,21,03,8321035,190135,2024-05-09
24051,05,09,13,20,23,28,06,6101483,101738,2024-05-07
24050,01,03,07,10,22,33,02,6705264,122613,2024-05-05
24049,12,15,17,23,26,32,11,10000000,147410,2024-05-02
24048,02,09,15,19,26,28,02,7702490,207428,2024-04-30
24047,07,08,21,26,29,30,15,5920995,328927,2024-04-28
24046,02,06,10,11,17,29,15,8554950,141819,2024-04-25
24045,02,08,19,23,24,26,03,6266764,61631,2024-04-23
24044,02,06,17,25,32,33,06,8441962,187063,2024-04-21
24043,04,06,07,14,15,24,08,6394606,143281,2024-04-18
24042,02,04,05,14,26,32,14,10000000,672336,2024-04-16
24041,02,09,12,22,25,33,16,5312395,48271,2024-04-14
24040,11,14,18,19,23,26,02,7810178,131933,2024-04-11
24039,02,06,12,29,30,31,10,6639344,178189,2024-04-09
24038,08,10,18,23,27,31,02,10000000,159354,2024-04-07
24037,01,04,05,06,12,14,13,10000000,294537,2024-04-04
24036,02,08,09,12,21,31,02,6513910,91863,2024-04-02
24035,05,07,14,17,22,32,06,5826032,43022,2024-03-31
24034,02,09,12,19,21,31,04,6171541,100384,2024-03-28
24033,06,10,11,18,20,32,05,10000000,215911,2024-03-26
24032,01,03,04,11,12,21,16,6812502,234953,2024-03-24
24031,09,10,13,25,30,32,02,5000000,6000,2024-03-21
24030,01,08,22,25,29,33,10,10000000,407930,2024-03-19
24029,12,18,23,25,28,33,04,10000000,273022,2024-03-17
24028,03,07,08,11,18,19,05,6436209,104578,2024-03-14
24027,02,06,13,27,28,32,13,7752307,104606,2024-03-12
24026,04,07,18,19,20,25,06,6573568,59220,2024-03-10
24025,08,15,21,22,25,33,13,7903667,377099,2024-03-07
24024,03,07,21,24,26,30,10,7196464,99477,2024-03-05
24023,01,10,22,25,28,32,10,10000000,148772,2024-03-03
24022,02,09,11,14,18,26,06,5581991,58633,2024-02-29
24021,04,06,16,17,23,24,11,7305253,126662,2024-02-27
24020,03,08,12,14,17,33,08,10000000,424047,2024-02-25
24019,05,11,12,16,17,20,08,6256934,146838,2024-02-22
24018,06,15,17,24,28,29,16,7077975,104362,2024-02-20
24017,04,17,19,20,25,32,04,10000000,336763,2024-02-18
24016,07,12,20,24,32,33,04,5166908,326142,2024-02-06
24015,03,08,17,18,20,30,15,8302983,113783,2024-02-04
24014,01,02,10,22,24,25,13,8397008,270216,2024-02-01
24013,01,07,10,14,21,25,07,6178793,138448,2024-01-30
24012,01,03,07,18,22,28,15,8677481,233173,2024-01-28
24011,08,12,16,20,27,31,06,5600516,68240,2024-01-25
24010,11,16,20,21,23,24,04,10000000,399825,2024-01-23
24009,01,04,07,10,17,23,14,10000000,240959,2024-01-21
24008,08,20,21,23,27,30,13,9439349,183747,2024-01-18
24007,04,05,06,07,20,22,15,9552387,159845,2024-01-16
24006,07,18,20,21,26,32,05,7265119,317810,2024-01-14
24005,05,06,20,23,25,32,03,10000000,333906,2024-01-11
24004,09,13,17,18,21,27,04,7037575,140630,2024-01-09
24003,01,05,08,13,32,33,03,6749071,226173,2024-01-07
24002,04,09,10,17,19,20,09,5455071,87067,2024-01-04
24001,03,07,16,26,27,32,16,8203438,170915,2024-01-02
23151,01,15,16,20,25,27,05,7807583,313346,2023-12-31
23150,10,17,25,26,30,33,05,8074962,246843,2023-12-28
23149,02,10,19,24,26,33,15,10000000,217847,2023-12-26
23148,03,05,07,09,19,20,08,5414501,47657,2023-12-24
23147,05,06,14,16,19,32,12,7564467,267132,2023-12-21
23146,02,03,06,11,20,32,09,6968340,128743,2023-12-19
23145,07,10,21,22,23,24,11,8328480,170691,2023-12-17
23144,12,16,17,22,25,27,08,6787498,133174,2023-12-14
23143,05,07,09,16,23,30,15,5793556,169744,2023-12-12
23142,02,08,20,21,27,33,14,10000000,301470,2023-12-10
23141,01,08,11,12,21,23,03,7529897,158118,2023-12-07
23140,03,04,11,14,30,31,05,7033098,247938,2023-12-05
23139,12,14,19,21,27,31,11,9460351,293444,2023-12-03
23138,03,22,28,30,31,33,04,10000000,473833,2023-11-30
23137,03,12,17,19,23,27,11,8591449,126459,2023-11-28
23136,03,05,10,21,22,26,10,6073140,117374,2023-11-26
23135,05,06,11,13,28,30,07,5669924,87150,2023-11-23
23134,05,08,09,17,22,33,04,5894533,134951,2023-11-21
23133,04,05,10,14,22,25,03,6512569,105039,2023-11-19
23132,03,09,11,15,25,27,01,6034708,91567,2023-11-16
23131,06,07,14,20,26,32,01,9257052,266065,2023-11-14
23130,04,10,17,22,23,32,16,10000000,153869,2023-11-12
23129,08,09,12,17,32,33,04,9879535,277246,2023-11-09
23128,07,16,20,21,27,33,01,7837587,139488,2023-11-07
23127,03,08,19,22,26,32,14,6891253,121473,2023-11-05
23126,10,24,26,28,29,31,16,8438994,214937,2023-11-02
23125,11,14,15,27,30,33,04,10000000,253325,2023-10-31
23124,02,03,17,18,25,30,11,7192295,105908,2023-10-29
23123,10,13,15,22,29,32,15,6724880,206749,2023-10-26
23122,07,08,14,18,20,30,05,6889762,204421,2023-10-24
23121,02,12,16,25,30,31,12,7805455,267186,2023-10-22
23120,03,08,13,24,27,29,08,6057696,75693,2023-10-19
23119,01,02,03,19,21,28,15,10000000,392351,2023-10-17
23118,01,02,11,19,25,29,04,7221722,62485,2023-10-15
23117,02,11,14,17,18,28,08,6198467,105128,2023-10-12
23116,02,08,09,13,24,27,12,6501260,78847,2023-10-10
23115,02,07,16,21,26,27,16,6684992,222610,2023-10-08
23114,07,09,15,16,17,26,09,6717188,123046,2023-10-05
23113,01,02,13,18,25,27,03,7108275,234832,2023-09-28
23112,09,12,13,22,24,31,04,6599921,147720,2023-09-26
23111,05,06,12,17,20,33,09,10000000,208017,2023-09-24
23110,02,06,20,25,29,33,16,8972251,425598,2023-09-21
23109,06,08,10,13,16,28,13,10000000,115585,2023-09-19
23108,01,03,06,08,18,24,09,6002668,137981,2023-09-17
23107,03,07,18,25,29,33,14,7890900,111761,2023-09-14
23106,07,09,10,20,22,24,07,8594088,128360,2023-09-12
23105,01,03,05,26,30,32,16,10000000,404257,2023-09-10
23104,10,19,23,25,30,31,12,10000000,311447,2023-09-07
23103,05,06,13,24,25,29,15,10000000,281418,2023-09-05
23102,01,09,10,13,21,28,10,6615741,206089,2023-09-03
23101,01,05,09,15,18,26,04,10000000,182582,2023-08-31
23100,05,06,12,15,23,25,04,5762908,74564,2023-08-29
23099,09,11,14,19,27,33,05,6174885,322377,2023-08-27
23098,02,10,11,14,21,27,11,6522117,92986,2023-08-24
23097,01,09,14,19,29,30,15,6311615,94727,2023-08-22
23096,08,11,18,26,31,32,15,7789981,223198,2023-08-20
23095,03,08,16,17,22,26,11,5751004,60387,2023-08-17
23094,06,10,12,14,30,31,12,6482678,388605,2023-08-15
23093,10,21,24,25,27,32,07,10000000,500947,2023-08-13
23092,03,12,24,25,32,33,13,8563809,272740,2023-08-10
23091,16,20,22,26,30,32,16,7716754,393732,2023-08-08
23090,01,02,09,26,30,31,07,9305795,221948,2023-08-06
23089,08,13,15,27,28,31,11,5770016,142011,2023-08-03
23088,01,14,18,26,31,33,05,6088495,152722,2023-08-01
23087,02,09,15,17,28,33,01,7457024,174946,2023-07-30
23086,08,09,10,22,26,32,12,6685067,125241,2023-07-27
23085,11,18,23,24,31,33,13,8156360,244048,2023-07-25
23084,09,13,14,17,19,27,03,9140598,261401,2023-07-23
23083,07,10,12,16,17,30,12,7947836,130666,2023-07-20
23082,04,18,19,24,27,30,16,6130757,127602,2023-07-18
23081,01,11,15,16,22,31,15,8525084,498832,2023-07-16
23080,01,02,04,09,25,31,08,7025698,345289,2023-07-13
23079,05,06,09,12,21,22,07,5140313,35238,2023-07-11
23078,06,08,14,19,30,31,08,5429023,88045,2023-07-09
23077,07,09,14,22,26,27,01,7356811,101586,2023-07-06
23076,03,04,15,18,19,22,09,7228807,242261,2023-07-04
23075,13,15,24,28,30,31,01,6942068,204189,2023-07-02
23074,02,08,09,18,19,21,03,9084632,89575,2023-06-29
23073,01,03,15,16,25,32,10,8830568,374078,2023-06-27
23072,02,06,10,24,25,33,09,6644229,73030,2023-06-25
23071,05,12,15,19,24,26,06,5979075,154185,2023-06-22
23070,03,05,25,31,32,33,04,0,248023,2023-06-20
23069,12,14,17,20,21,26,02,9116836,239350,2023-06-18
23068,11,12,15,18,29,33,02,10000000,295623,2023-06-15
23067,01,03,12,19,28,32,14,9921068,139803,2023-06-13
23066,02,07,08,10,26,31,06,5976728,125579,2023-06-11
23065,02,14,17,20,26,33,14,7757758,215449,2023-06-08
23064,01,07,11,12,16,18,04,5891656,84035,2023-06-06
23063,04,08,17,20,22,27,13,10000000,167578,2023-06-04
23062,11,19,23,24,26,33,15,10000000,302739,2023-06-01
23061,01,04,06,11,12,22,15,10000000,169551,2023-05-30
23060,09,11,17,19,30,31,11,8459942,240273,2023-05-28
23059,02,06,13,22,27,32,06,5520970,106176,2023-05-25
23058,10,17,22,26,30,33,11,9936554,162386,2023-05-23
23057,02,05,10,17,24,32,03,5868194,112822,2023-05-21
23056,08,14,15,18,23,33,08,6477200,202912,2023-05-18
23055,03,04,20,23,27,32,13,10000000,376109,2023-05-16
23054,05,06,09,10,15,26,12,7183225,35790,2023-05-14
23053,01,07,14,20,27,30,15,7019136,60093,2023-05-11
23052,03,04,05,08,12,17,06,5845032,94417,2023-05-09
23051,22,26,29,30,32,33,14,10000000,302734,2023-05-07
23050,02,07,09,14,22,23,05,7819387,153227,2023-05-04
23049,05,07,14,23,25,27,02,7565507,113184,2023-05-02
23048,02,03,10,24,28,30,08,5884125,111914,2023-04-30
23047,05,07,14,23,31,33,07,5105543,8580,2023-04-27
23046,06,08,17,25,26,28,03,9222467,174482,2023-04-25
23045,03,06,12,21,27,28,04,6523427,111083,2023-04-23
23044,02,08,15,22,24,26,16,7544791,257049,2023-04-20
23043,05,08,12,20,24,28,10,5909465,94736,2023-04-18
23042,10,17,20,23,27,30,10,6650718,92116,2023-04-16
23041,01,06,12,13,15,24,06,10000000,203861,2023-04-13
23040,09,16,17,24,29,31,08,9001506,151572,2023-04-11
23039,02,03,09,13,19,28,09,8903432,127730,2023-04-09
23038,02,09,14,17,31,33,08,6553875,158265,2023-04-06
23037,08,23,25,26,29,31,12,5978413,170158,2023-04-04
23036,13,14,18,19,24,30,09,5566068,62664,2023-04-02
23035,01,04,09,10,20,33,06,6874671,234333,2023-03-30
23034,02,03,09,11,12,17,15,9140109,177230,2023-03-28
23033,08,09,13,23,24,26,05,9565190,118885,2023-03-26
23032,06,19,20,26,28,33,01,6158718,152999,2023-03-23
23031,07,14,27,29,31,33,05,10000000,83076,2023-03-21
23030,02,03,07,16,30,31,06,7680189,300662,2023-03-19
23029,03,07,12,24,28,33,08,8837568,138640,2023-03-16
23028,05,07,10,17,20,22,14,10000000,205758,2023-03-14
23027,08,10,22,27,32,33,08,8409682,242164,2023-03-12
23026,01,18,26,30,31,33,03,6934784,296140,2023-03-09
23025,04,16,20,21,31,32,14,6974384,209150,2023-03-07
23024,03,06,09,17,27,28,03,5993974,53576,2023-03-05
23023,05,08,10,15,24,25,09,5000000,6000,2023-03-02
23022,10,11,18,19,23,31,03,10000000,229101,2023-02-28
23021,02,05,06,19,21,27,04,6115562,157438,2023-02-26
23020,01,12,17,18,26,27,05,10000000,284500,2023-02-23
23019,06,12,26,28,29,32,15,8309157,263228,2023-02-21
23018,10,12,17,19,25,31,13,10000000,81771,2023-02-19
23017,05,11,18,20,26,28,12,8173990,122076,2023-02-16
23016,14,16,19,23,28,30,03,10000000,296038,2023-02-14
23015,02,03,14,21,29,32,08,6277056,81862,2023-02-12
23014,06,07,18,23,27,30,05,8496068,148642,2023-02-09
23013,06,10,14,22,23,33,13,10000000,313059,2023-02-07
23012,03,04,07,22,26,30,06,6444594,93631,2023-02-05
23011,06,07,16,17,21,22,04,6177691,75942,2023-02-02
23010,04,05,13,18,27,29,12,6879623,85437,2023-01-31
23009,03,04,19,23,30,32,06,10000000,116912,2023-01-29
23008,05,13,18,20,26,28,06,7109708,162563,2023-01-17
23007,05,06,09,22,25,31,03,10000000,134413,2023-01-15
23006,02,10,12,14,24,26,05,6407426,209822,2023-01-12
23005,02,06,08,13,14,19,16,10000000,163847,2023-01-10
23004,01,07,15,16,20,25,16,7480475,149426,2023-01-08
23003,05,08,18,25,30,32,06,7009723,179439,2023-01-05
23002,02,06,10,16,18,22,13,8064366,140138,2023-01-03
23001,09,16,18,22,28,32,02,7738461,177492,2023-01-01
22150,01,07,11,12,22,28,05,6598391,88580,2022-12-29
22149,02,22,26,29,32,33,14,8014411,280596,2022-12-27
22148,02,15,16,17,21,31,14,7166343,338491,2022-12-25
22147,02,03,07,13,20,30,10,5619498,88948,2022-12-22
22146,06,07,13,18,26,31,06,6501941,43214,2022-12-20
22145,03,21,25,30,31,33,11,10000000,373743,2022-12-18
22144,07,20,22,23,31,32,05,6900814,402095,2022-12-15
22143,07,08,13,29,30,33,03,6243187,156441,2022-12-13
22142,01,03,13,16,21,27,03,5674258,82900,2022-12-11
22141,05,12,13,17,20,27,14,6324820,257603,2022-12-08
22140,08,09,18,19,20,27,15,5889308,31383,2022-12-06
22139,06,07,09,16,17,19,14,7006326,67934,2022-12-04
22138,02,14,19,21,25,28,11,10000000,341021,2022-12-01
22137,08,21,23,27,28,33,01,7627191,164199,2022-11-29
22136,08,10,14,15,18,22,08,5761544,148251,2022-11-27
22135,09,11,13,24,28,32,06,6964835,206101,2022-11-24
22134,01,05,14,17,24,31,14,7386723,331489,2022-11-22
22133,05,08,16,17,21,25,12,7308534,131711,2022-11-20
22132,01,03,18,26,32,33,04,10000000,370814,2022-11-17
22131,03,05,10,13,19,29,06,5876981,82981,2022-11-15
22130,02,08,15,17,26,28,12,5228012,26293,2022-11-13
22129,10,12,14,22,24,27,07,7828409,242633,2022-11-10
22128,03,12,18,24,27,29,01,7471238,161807,2022-11-08
22127,03,04,09,10,29,33,13,10000000,210151,2022-11-06
22126,01,13,15,17,26,33,13,9507372,223876,2022-11-03
22125,02,03,07,12,20,31,16,7965155,112316,2022-11-01
22124,05,10,13,18,24,26,01,10000000,234571,2022-10-30
22123,10,13,16,20,21,25,05,7557633,40151,2022-10-27
22122,06,08,17,19,24,28,05,5519812,78943,2022-10-25
22121,12,17,22,27,30,31,02,8069743,300955,2022-10-23
22120,02,15,19,26,27,29,02,5486128,90727,2022-10-20
22119,02,05,15,18,26,27,04,6494901,72568,2022-10-18
22118,02,06,07,11,14,33,08,7499223,90289,2022-10-16
22117,04,13,17,18,28,29,06,6083031,89708,2022-10-13
22116,08,14,26,27,30,33,01,10000000,300121,2022-10-11
22115,06,07,18,20,27,29,09,5308918,75401,2022-10-09
22114,01,05,15,19,26,29,13,6667026,103756,2022-10-06
22113,13,14,20,24,27,29,02,10000000,294642,2022-09-29
22112,03,05,08,17,25,31,01,9412037,163167,2022-09-27
22111,02,10,11,13,28,31,01,10000000,198653,2022-09-25
22110,09,13,15,18,20,28,15,8127543,115468,2022-09-22
22109,04,11,13,19,22,33,11,8345394,268060,2022-09-20
22108,01,07,13,17,18,31,15,6708669,103218,2022-09-18
22107,03,09,11,15,19,28,16,6545730,125104,2022-09-15
22106,17,20,22,23,24,31,01,10000000,555486,2022-09-13
22105,06,12,13,15,21,23,15,10000000,325048,2022-09-11
22104,01,08,19,25,26,31,01,5821410,86363,2022-09-08
22103,06,09,12,14,20,28,10,6266348,130104,2022-09-06
22102,09,10,12,18,29,32,14,8618279,198080,2022-09-04
22101,04,16,18,19,27,28,04,5458579,145444,2022-09-01
22100,02,06,07,15,20,21,15,6875089,243230,2022-08-30
22099,01,11,23,24,26,32,15,7480623,96899,2022-08-28
22098,02,03,04,06,21,33,05,6203690,619546,2022-08-25
22097,04,05,10,13,30,31,14,10000000,421826,2022-08-23
22096,03,16,17,19,25,33,07,5337053,224104,2022-08-21
22095,04,13,14,18,20,28,08,7040114,251422,2022-08-18
22094,06,11,13,16,19,31,02,10000000,111576,2022-08-16
22093,21,22,24,28,29,32,14,10000000,481689,2022-08-14
22092,07,10,16,20,21,27,11,5805294,82172,2022-08-11
22091,08,18,20,22,24,28,10,6721485,70552,2022-08-09
22090,01,04,25,27,29,30,07,5764881,68292,2022-08-07
22089,02,07,15,29,31,33,15,10000000,244825,2022-08-04
22088,03,09,15,17,20,22,06,5577161,85887,2022-08-02
22087,05,06,09,13,23,25,08,6065849,61967,2022-07-31
22086,01,04,08,21,23,24,11,7234563,366321,2022-07-28
22085,07,09,14,31,32,33,13,6387330,185803,2022-07-26
22084,03,18,23,24,25,32,09,7928087,188665,2022-07-24
22083,08,12,13,14,19,20,05,6173323,73901,2022-07-21
22082,04,10,11,23,30,32,14,10000000,316091,2022-07-19
22081,04,08,11,21,27,30,01,9188488,140742,2022-07-17
22080,05,12,15,17,18,27,04,6967330,171569,2022-07-14
22079,01,09,15,17,22,23,16,10000000,408297,2022-07-12
22078,01,04,05,15,17,31,09,7387658,259528,2022-07-10
22077,03,17,18,19,20,27,16,6273517,119820,2022-07-07
22076,08,09,10,13,24,29,02,6399054,172418,2022-07-05
22075,01,02,04,25,26,30,10,7912531,280051,2022-07-03
22074,05,07,15,19,29,33,15,8413181,195411,2022-06-30
22073,06,10,14,15,26,29,12,8211585,170828,2022-06-28
22072,05,14,15,16,18,32,12,7505272,230748,2022-06-26
22071,04,07,15,18,29,33,01,7659663,188628,2022-06-23
22070,04,06,09,27,28,33,02,7137010,106377,2022-06-21
22069,06,07,13,19,26,29,08,5516327,59760,2022-06-19
22068,07,12,15,24,26,29,06,7414434,124272,2022-06-16
22067,01,05,13,21,26,29,15,6787147,151968,2022-06-14
22066,06,11,14,20,27,30,09,5152928,22449,2022-06-12
22065,09,14,18,23,28,31,02,9202821,146951,2022-06-09
22064,04,06,12,13,17,31,16,6498426,277486,2022-06-07
22063,06,08,09,17,22,31,11,5417818,57709,2022-06-05
22062,16,18,20,21,23,33,05,8563331,322765,2022-06-02
22061,01,03,16,18,29,33,06,10000000,389348,2022-05-31
22060,16,18,19,24,28,32,01,10000000,370919,2022-05-29
22059,06,09,18,19,29,33,06,5714126,82653,2022-05-26
22058,06,13,14,23,31,33,01,6841671,182705,2022-05-24
22057,12,15,20,26,30,33,16,10000000,304574,2022-05-22
22056,01,06,11,14,17,26,15,8799261,175891,2022-05-19
22055,02,04,09,26,28,33,03,9562440,296262,2022-05-17
22054,08,12,21,27,28,33,11,5000000,6000,2022-05-15
22053,10,14,18,23,27,33,15,10000000,366853,2022-05-12
22052,07,24,27,29,31,32,15,10000000,467706,2022-05-10
22051,02,05,11,17,21,33,01,9343551,238133,2022-05-08
22050,03,05,08,14,27,33,08,6080345,153240,2022-05-05
22049,02,04,07,18,25,26,10,0,175848,2022-05-03
22048,05,07,17,20,26,31,14,10000000,165454,2022-05-01
22047,03,07,08,14,27,30,09,5625122,128199,2022-04-28
22046,02,11,24,25,27,30,14,7489274,212154,2022-04-26
22045,03,12,17,18,19,28,04,7472273,118859,2022-04-24
22044,01,07,08,21,23,29,06,6476085,165009,2022-04-21
22043,02,17,20,23,25,27,08,6718875,358098,2022-04-19
22042,05,10,11,21,22,30,13,7059021,147072,2022-04-17
22041,05,07,21,22,24,29,14,10000000,504454,2022-04-14
22040,03,12,14,16,31,33,12,5830283,130821,2022-04-12
22039,02,06,07,10,15,20,05,9112790,145225,2022-04-10
22038,09,12,13,16,24,32,04,8932134,366803,2022-04-07
22037,01,10,13,20,22,32,14,10000000,372366,2022-04-05
22036,02,03,14,16,26,31,02,8039081,241745,2022-04-03
22035,08,12,13,19,23,25,15,7126487,125827,2022-03-31
22034,14,17,26,31,32,33,10,7033420,466856,2022-03-29
22033,05,12,19,22,25,26,05,6853773,132757,2022-03-27
22032,04,10,11,14,23,32,07,8228322,523107,2022-03-24
22031,01,10,11,22,26,32,07,5507246,59978,2022-03-22
22030,12,23,24,26,27,30,05,5942310,385490,2022-03-20
22029,03,08,10,13,26,32,08,6314985,156545,2022-03-17
22028,05,11,20,22,23,29,09,6991710,67899,2022-03-15
22027,14,15,18,19,26,32,09,10000000,270324,2022-03-13
22026,03,04,10,15,22,24,02,7519808,244167,2022-03-10
22025,06,19,24,25,28,32,04,10000000,261907,2022-03-08
22024,07,09,10,14,19,24,15,10000000,187504,2022-03-06
22023,07,12,17,19,24,25,02,7444170,280580,2022-03-03
22022,01,07,11,15,17,19,06,6751389,121624,2022-03-01
22021,03,07,22,24,26,31,14,6650843,446173,2022-02-27
22020,09,11,14,22,30,32,01,10000000,533809,2022-02-24
22019,05,06,14,20,21,25,08,6113016,147044,2022-02-22
22018,07,11,16,17,30,32,16,10000000,169901,2022-02-20
22017,06,09,24,29,30,32,07,8716688,143390,2022-02-17
22016,05,10,19,20,29,31,14,6190322,66424,2022-02-15
22015,06,14,16,27,28,31,07,6685876,199643,2022-02-13
22014,06,07,13,14,15,27,04,7794467,52135,2022-02-10
22013,02,03,04,07,10,18,15,10000000,221005,2022-02-08
22012,04,07,08,29,30,31,01,7305724,134401,2022-01-27
22011,06,15,23,24,25,33,15,10000000,239630,2022-01-25
22010,12,18,19,20,21,32,15,7878499,181200,2022-01-23
22009,04,15,17,19,25,28,16,10000000,112827,2022-01-20
22008,02,03,07,09,20,21,13,10000000,179611,2022-01-18
22007,01,20,22,23,25,28,16,10000000,459735,2022-01-16
22006,03,06,09,15,22,31,02,7682542,135677,2022-01-13
22005,07,10,12,16,19,31,16,10000000,379503,2022-01-11
22004,05,19,24,28,30,32,14,6141105,207055,2022-01-09
22003,02,05,16,17,18,30,06,7708412,130931,2022-01-06
22002,02,12,21,23,25,31,08,7295582,192726,2022-01-04
22001,06,13,15,17,20,21,03,10000000,389050,2022-01-02
21150,09,14,20,21,24,26,04,5660828,127879,2021-12-30
21149,05,10,15,18,19,32,05,7864325,278089,2021-12-28
